_Id,_Iteration,_Segment,Sample Number,Hall Voltage [Volts],Type,Mobility [cm²/(V·s)],Carrier Concentration [1/cm³],Hall Coefficient [cm³/C],V.Over,I.Over,Compliance
0,0,0,0,-0.0049500375,N,170.300726419938,3.1502808557635E+18,1.98125481973482,False,False,False
1,0,0,1,-0.0049573175,N,170.551588052199,3.14564715749905E+18,1.98417330885963,False,False,False
2,0,0,2,-0.004970035,N,170.988624837886,3.13760706989719E+18,1.98925773366653,False,False,False
3,0,0,3,-0.0049583325,N,170.585219391842,3.14502698461229E+18,1.98456457115875,False,False,False
4,0,0,4,-0.004963155,N,170.750426681319,3.14198405585621E+18,1.98648656964586,False,False,False
5,0,0,5,-0.0049641225,N,170.782994438624,3.14138488979449E+18,1.98686545837689,False,False,False
6,0,0,6,-0.004953975,N,170.433122163459,3.14783365670441E+18,1.98279509328782,False,False,False
7,0,0,7,-0.004954415,N,170.448963148043,3.14754110705489E+18,1.98297938508574,False,False,False
8,0,0,8,-0.00495417,N,170.440449030666,3.14769833812642E+18,1.98288033303562,False,False,False
9,0,0,9,-0.004954535,N,170.453048922555,3.14746566021888E+18,1.98302691841465,False,False,False
10,0,0,10,-0.0049559575,N,170.501936634448,3.14656319308315E+18,1.9835956712136,False,False,False
11,0,0,11,-0.00495594,N,170.500878205574,3.1465827261986E+18,1.98358335760019,False,False,False
12,0,0,12,-0.00495205,N,170.367407210775,3.14904785455595E+18,1.98203057472428,False,False,False
13,0,0,13,-0.004954835,N,170.462892366419,3.14728390862995E+18,1.9831414356631,False,False,False
14,0,0,14,-0.0049534525,N,170.414579462549,3.14817617046229E+18,1.98257937010026,False,False,False
15,0,0,15,-0.00495493,N,170.466454917866,3.14721813404192E+18,1.98318288188811,False,False,False
16,0,0,16,-0.004952365,N,170.37774988753,3.14885669353833E+18,1.98215089997832,False,False,False
17,0,0,17,-0.004954185,N,170.439907708235,3.14770833531393E+18,1.9828740353662,False,False,False
18,0,0,18,-0.0049547,N,170.457616837582,3.14738131458532E+18,1.98308006089885,False,False,False
19,0,0,19,-0.004954475,N,170.449488106479,3.14753141310816E+18,1.98298549237872,False,False,False
20,0,0,20,-0.0049542225,N,170.441095502334,3.14768639911731E+18,1.98288785399653,False,False,False
21,0,0,21,-0.0049534375,N,170.414088992237,3.14818523125626E+18,1.98257366403728,False,False,False
22,0,0,22,-0.004954315,N,170.444107250889,3.14763077947683E+18,1.98292289225777,False,False,False
23,0,0,23,-0.00495459,N,170.453836747692,3.14745111286334E+18,1.98303608386205,False,False,False
24,0,0,24,-0.00495534,N,170.479468578018,3.14697788911647E+18,1.98333428098922,False,False,False
25,0,0,25,-0.0049543725,N,170.445126099883,3.14761196426912E+18,1.98293474540438,False,False,False
26,0,0,26,-0.0049543075,N,170.442463545752,3.14766113445279E+18,1.98290376962222,False,False,False
27,0,0,27,-0.0049549925,N,170.465773669908,3.14723071155752E+18,1.98317495634469,False,False,False
28,0,0,28,-0.0049546525,N,170.453786763431,3.14745203582915E+18,1.98303550235215,False,False,False
29,0,0,29,-0.0049539575,N,170.429906678893,3.14789304657756E+18,1.98275768479036,False,False,False
30,0,0,30,-0.0049533225,N,170.408188795924,3.14829423371104E+18,1.98250502197904,False,False,False
31,0,0,31,-0.004954565,N,170.451215692758,3.1474995117101E+18,1.98300559087573,False,False,False
32,0,0,32,-0.0049548375,N,170.460530775942,3.14732751166036E+18,1.98311396124996,False,False,False
33,0,0,33,-0.004954225,N,170.439220273531,3.14772103100655E+18,1.98286603784705,False,False,False
34,0,0,34,-0.004954975,N,170.465022374809,3.14724458243248E+18,1.98316621588264,False,False,False
35,0,0,35,-0.0049576575,N,170.55677031772,3.14555157889039E+18,1.9842335986115,False,False,False
36,0,0,36,-0.0049560525,N,170.50240701029,3.14655451245899E+18,1.98360114350033,False,False,False
37,0,0,37,-0.00495325,N,170.405549661861,3.14834299251361E+18,1.98247431866266,False,False,False
38,0,0,38,-0.0049533925,N,170.410213341723,3.14825683063678E+18,1.98252857526155,False,False,False
39,0,0,39,-0.00495393,N,170.429071447028,3.14790847364383E+18,1.98274796781972,False,False,False
40,0,0,40,-0.0049549575,N,170.463810556002,3.14726695603873E+18,1.98315211775222,False,False,False
