_Id,_Iteration,_Segment,Sample Number,Hall Voltage [Volts],Type,Mobility [cm²/(V·s)],Carrier Concentration [1/cm³],Hall Coefficient [cm³/C],V.Over,I.Over,Compliance
0,0,0,0,-0.000184152,N,22.2258813924997,1.69528744343796E+18,3.68168191958192,False,False,False
1,0,0,1,-0.0001862195,N,22.4768411932075,1.6763591164862E+18,3.72325301161157,False,False,False
2,0,0,2,-0.000189999,N,22.9314365894311,1.64312678349215E+18,3.79855601631339,False,False,False
3,0,0,3,-0.00019032025,N,22.9706797475711,1.64031966220026E+18,3.80505658307337,False,False,False
4,0,0,4,-0.00018623975,N,22.4772855165504,1.67632597878877E+18,3.72332661306697,False,False,False
5,0,0,5,-0.00018718675,N,22.59262067167,1.66776834753367E+18,3.74243169816112,False,False,False
6,0,0,6,-0.00018655675,N,22.5173787066292,1.67334120613929E+18,3.7299679862663,False,False,False
7,0,0,7,-0.00018691325,N,22.559807749454,1.67019409307501E+18,3.73699628975963,False,False,False
8,0,0,8,-0.00018854725,N,22.757879246897,1.65565768388474E+18,3.76980651843143,False,False,False
9,0,0,9,-0.0001880655,N,22.7003753726985,1.65985174365718E+18,3.76028109308591,False,False,False
10,0,0,10,-0.000189869,N,22.9178656847292,1.64409976750814E+18,3.79630801752355,False,False,False
11,0,0,11,-0.0001897965,N,22.9087940434971,1.64475081370517E+18,3.79480531457489,False,False,False
12,0,0,12,-0.00018978375,N,22.9045789150408,1.64505349711114E+18,3.79410708524702,False,False,False
13,0,0,13,-0.000187614,N,22.6426770023862,1.66408139991906E+18,3.75072344976835,False,False,False
14,0,0,14,-0.000181319,N,21.8869770425054,1.7215377697373E+18,3.62554295277078,False,False,False
15,0,0,15,-0.00017925425,N,21.6367302355509,1.74144878795669E+18,3.58408996702291,False,False,False
16,0,0,16,-0.0001826335,N,22.0394639002623,1.70962677742799E+18,3.65080215834573,False,False,False
17,0,0,17,-0.000185694,N,22.4154353023028,1.6809514129835E+18,3.71308122340182,False,False,False
18,0,0,18,-0.00018663175,N,22.5240697252128,1.67284412203133E+18,3.73107634285777,False,False,False
19,0,0,19,-0.00018463225,N,22.2842508061023,1.69084695608111E+18,3.69135072015375,False,False,False
20,0,0,20,-0.00018643375,N,22.5028672459413,1.67442029641098E+18,3.72756418587261,False,False,False
21,0,0,21,-0.0001872265,N,22.601793071205,1.66709152346191E+18,3.74395109156247,False,False,False
22,0,0,22,-0.000187269,N,22.6012798311077,1.66712938053116E+18,3.74386607415626,False,False,False
23,0,0,23,-0.000189849,N,22.9147500472608,1.64432330993504E+18,3.79579191712993,False,False,False
24,0,0,24,-0.0001883335,N,22.7302330916292,1.65767141463772E+18,3.76522697676116,False,False,False
25,0,0,25,-0.0001882045,N,22.7188567635176,1.65850148342641E+18,3.76334250609473,False,False,False
26,0,0,26,-0.0001844395,N,22.2635072392198,1.69242236810154E+18,3.68791458127627,False,False,False
27,0,0,27,-0.0001857505,N,22.4216250398304,1.6804873677582E+18,3.71410654358327,False,False,False
28,0,0,28,-0.000186786,N,22.5454717511766,1.67125612007119E+18,3.7346215544353,False,False,False
29,0,0,29,-0.000190577,N,23.0005875133679,1.63818674727969E+18,3.81001075693244,False,False,False
30,0,0,30,-0.000190374,N,22.9781863931828,1.63978379317285E+18,3.80630004698544,False,False,False
31,0,0,31,-0.00018639175,N,22.4972692469626,1.67483694267175E+18,3.72663688624108,False,False,False
32,0,0,32,-0.00017988775,N,21.7111750167516,1.7354775876927E+18,3.59642162668191,False,False,False
33,0,0,33,-0.00018421825,N,22.2339050945374,1.69467565341472E+18,3.68301103306897,False,False,False
34,0,0,34,-0.00018760025,N,22.6434393913041,1.66402537145113E+18,3.75084973828061,False,False,False
35,0,0,35,-0.0001899895,N,22.9325451552996,1.64304735426798E+18,3.7987396484872,False,False,False
36,0,0,36,-0.0001914325,N,23.1045040071363,1.6308187196924E+18,3.8272243589263,False,False,False
37,0,0,37,-0.000190536,N,22.9947485667643,1.63860272421096E+18,3.80904354470988,False,False,False
38,0,0,38,-0.00018545175,N,22.3884536445196,1.68297722756165E+18,3.7086117546835,False,False,False
39,0,0,39,-0.00018423375,N,22.2315672845157,1.69485386081123E+18,3.68262377855534,False,False,False
40,0,0,40,-0.00018248475,N,22.0244438633453,1.71079269369224E+18,3.64831411310819,False,False,False
41,0,0,41,-0.00018193025,N,21.957108626293,1.71603913271742E+18,3.63716013813513,False,False,False
42,0,0,42,-0.00018287225,N,22.0722655533994,1.70708609648106E+18,3.65623570004221,False,False,False
43,0,0,43,-0.00018575375,N,22.4207228599073,1.68055498832395E+18,3.71395709891322,False,False,False
44,0,0,44,-0.0001870665,N,22.578013921593,1.6688473031727E+18,3.7400121132316,False,False,False
45,0,0,45,-0.0001907875,N,23.0272182994119,1.63629219795985E+18,3.81442210430494,False,False,False
46,0,0,46,-0.00019135925,N,23.0927200418994,1.63165090884404E+18,3.82527236381809,False,False,False
47,0,0,47,-0.000188571,N,22.7567390797758,1.65574063629934E+18,3.76961765156035,False,False,False
48,0,0,48,-0.00018787725,N,22.675433976328,1.66167746484505E+18,3.75614959042716,False,False,False
49,0,0,49,-0.00018956625,N,22.8838420513237,1.64654421051934E+18,3.79067205673823,False,False,False
50,0,0,50,-0.00018747225,N,22.6238169214348,1.66546864195789E+18,3.74759930734113,False,False,False
51,0,0,51,-0.00018419275,N,22.2285609358598,1.69508308490005E+18,3.68212578167978,False,False,False
52,0,0,52,-0.00018420675,N,22.2324421148831,1.69478716954906E+18,3.68276869281497,False,False,False
53,0,0,53,-0.000185964,N,22.4471718424075,1.67857482931823E+18,3.71833833081772,False,False,False
54,0,0,54,-0.0001858235,N,22.4237280761859,1.68032976122564E+18,3.7144549082123,False,False,False
55,0,0,55,-0.0001813615,N,21.8885046449238,1.72141762332697E+18,3.62579599768291,False,False,False
56,0,0,56,-0.00018611525,N,22.4626188650245,1.67742051229452E+18,3.72089710555768,False,False,False
57,0,0,57,-0.00018557975,N,22.3984389054219,1.68222695354564E+18,3.71026579727812,False,False,False
58,0,0,58,-0.0001851,N,22.3423476348543,1.68645024506136E+18,3.70097436747841,False,False,False
59,0,0,59,-0.0001822215,N,21.995936863161,1.71300990171287E+18,3.64359197384601,False,False,False
60,0,0,60,-0.00018197125,N,21.9641975631791,1.71548528170279E+18,3.63833440926082,False,False,False
61,0,0,61,-0.000183169,N,22.1065025126225,1.7044422844605E+18,3.66190699791009,False,False,False
62,0,0,62,-0.000184215,N,22.2333461525556,1.69471825722981E+18,3.68291844521824,False,False,False
63,0,0,63,-0.0001853435,N,22.3718453446614,1.68422662786901E+18,3.70586061621466,False,False,False
64,0,0,64,-0.000184227,N,22.2381817333657,1.69434974926538E+18,3.68371945149218,False,False,False
65,0,0,65,-0.00018089375,N,21.8378093807235,1.72541379893653E+18,3.61739840775978,False,False,False
66,0,0,66,-0.00018329975,N,22.1248618874907,1.70302792558221E+18,3.66494819917061,False,False,False
67,0,0,67,-0.000184683,N,22.2891561906545,1.69047483546481E+18,3.6921632893066,False,False,False
68,0,0,68,-0.0001878595,N,22.67679110847,1.66157801885702E+18,3.75637439720901,False,False,False
69,0,0,69,-0.00019072825,N,23.0182636544935,1.63692875403704E+18,3.81293878160965,False,False,False
70,0,0,70,-0.0001959475,N,23.6465447583538,1.59343608248452E+18,3.91701254766861,False,False,False
71,0,0,71,-0.00019512425,N,23.5493885795971,1.60001001795396E+18,3.90091878110938,False,False,False
72,0,0,72,-0.00018953775,N,22.8752069842653,1.64716575766784E+18,3.7892416716074,False,False,False
73,0,0,73,-0.00018420225,N,22.2317100974948,1.69484297333888E+18,3.68264743529831,False,False,False
74,0,0,74,-0.0001845405,N,22.2720304018079,1.69177470415932E+18,3.6893264296095,False,False,False
75,0,0,75,-0.0001826885,N,22.0514265266403,1.7086993260289E+18,3.65278374838793,False,False,False
76,0,0,76,-0.000182876,N,22.0744642343606,1.70691606573152E+18,3.65659990804813,False,False,False
77,0,0,77,-0.00018221675,N,21.9920407082809,1.71331338204818E+18,3.64294658198395,False,False,False
78,0,0,78,-0.000181313,N,21.8873468985519,1.72150867890429E+18,3.62560421883691,False,False,False
79,0,0,79,-0.00018256475,N,22.037767120823,1.70975840871119E+18,3.65052108952902,False,False,False
80,0,0,80,-0.00018415,N,22.2242237344026,1.69541389136212E+18,3.68140733115336,False,False,False
81,0,0,81,-0.0001853695,N,22.3728336657655,1.68415222706913E+18,3.70602433003438,False,False,False
82,0,0,82,-0.000186696,N,22.5313171370677,1.67230603585342E+18,3.73227686511014,False,False,False
83,0,0,83,-0.00018882925,N,22.7902737329394,1.65330430365069E+18,3.77517261354596,False,False,False
84,0,0,84,-0.00018852,N,22.7537200721768,1.6559603231702E+18,3.76911755775098,False,False,False
85,0,0,85,-0.0001878365,N,22.6700200216332,1.66207429936498E+18,3.75525277743867,False,False,False
86,0,0,86,-0.00018662925,N,22.5228055592522,1.67293801586666E+18,3.73086693577608,False,False,False
